ID_Tiket,Tanggal_Penerbangan,Rute,Jarak_km,Cuaca_Keberangkatan,Status_Penerbangan,Waktu_Delay_Menit,Kelas_Kabin,Akses_Lounge,Berat_Bagasi_kg,Harga_Tiket_IDR,Rating_Kepuasan
TKT-3910245,2025-09-10,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,Delayed,120,Economy,Tidak,15,828000,4
TKT-2867709,2025-05-26,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,24,2898000,8
TKT-5344883,2025-06-10,Jakarta - Surabaya (CGK-SUB),690,Badai Petir,Cancelled,0,Business,Ya,23,2898000,1
TKT-7527837,2026-03-16,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,106,Economy,Tidak,11,1680000,6
TKT-8783319,2026-02-03,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,8
TKT-4496845,2025-10-01,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,18,360000,7
TKT-8942023,2026-03-31,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,First Class,Ya,38,11760000,10
TKT-4167297,2025-08-25,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Economy,Tidak,5,1680000,7
TKT-8470832,2026-01-13,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,29,2898000,10
TKT-6794019,2025-12-19,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,25,5880000,8
TKT-1180862,2025-07-18,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,158,Business,Ya,28,1260000,4
TKT-8013238,2026-02-24,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,12,828000,8
TKT-5466437,2025-09-25,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,9
TKT-6250468,2025-11-14,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,30,Economy,Tidak,12,1176000,8
TKT-1268493,2025-11-22,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,13,360000,7
TKT-1837366,2025-09-29,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,13,1176000,9
TKT-8643879,2026-01-12,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,8
TKT-2381677,2025-10-25,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Delayed,136,Economy,Tidak,17,1680000,4
TKT-3204083,2025-09-08,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,119,Business,Ya,28,5880000,6
TKT-5981736,2025-06-02,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,133,Economy,Tidak,7,144000,3
TKT-8596915,2026-02-18,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,6,144000,7
TKT-8623936,2026-04-15,Surabaya - Bali (SUB-DPS),300,Badai Petir,Delayed,88,Business,Ya,29,1260000,6
TKT-8187437,2025-10-07,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,35,Economy,Tidak,12,144000,7
TKT-9542892,2025-09-30,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,19,1176000,8
TKT-8902122,2025-10-10,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,11,828000,7
TKT-8056995,2026-02-01,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,170,Business,Ya,25,504000,5
TKT-9588269,2026-04-27,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,177,Economy,Tidak,7,360000,4
TKT-1783342,2025-07-03,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,15,360000,9
TKT-9640891,2026-02-08,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,14,360000,9
TKT-6413216,2025-11-25,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,32,504000,8
TKT-1984532,2025-09-14,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,176,Economy,Tidak,8,1176000,4
TKT-8428647,2025-10-12,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,22,5880000,10
TKT-1248806,2026-02-11,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,22,4116000,9
TKT-3679963,2025-07-19,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,7,360000,9
TKT-2517281,2025-09-10,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,11,360000,7
TKT-3879233,2025-12-22,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,166,Economy,Tidak,14,360000,4
TKT-4983000,2025-05-25,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,12,360000,7
TKT-8022049,2025-06-27,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,34,Economy,Tidak,16,1680000,8
TKT-4185169,2025-09-23,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,15,360000,9
TKT-9600498,2025-07-22,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,165,Economy,Tidak,13,1176000,2
TKT-2264074,2025-05-23,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,92,Business,Ya,24,504000,7
TKT-7323419,2025-06-15,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,5,360000,8
TKT-5237886,2025-10-23,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,6,144000,7
TKT-4350630,2026-05-05,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Cancelled,0,Business,Ya,22,5880000,2
TKT-6005378,2025-06-17,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,9,360000,8
TKT-2100417,2025-06-12,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,6,1176000,9
TKT-5965761,2026-02-05,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,18,360000,9
TKT-9662750,2026-02-19,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Business,Ya,20,5880000,9
TKT-2490107,2025-12-15,Jakarta - Makassar (CGK-UPG),1400,Cerah,Delayed,174,Economy,Tidak,19,1680000,4
TKT-7457188,2025-07-02,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,23,4116000,10
TKT-9898363,2026-04-19,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,5,1176000,9
TKT-8067892,2026-02-05,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Economy,Tidak,6,828000,9
TKT-7400259,2025-07-05,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,11,828000,8
TKT-3997127,2026-03-25,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,20,144000,7
TKT-7273588,2026-02-11,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,On Time,0,Economy,Tidak,9,1176000,8
TKT-7110796,2025-09-13,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,9,828000,7
TKT-1986479,2025-05-10,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,19,828000,8
TKT-7298714,2026-01-01,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,9,828000,8
TKT-4729673,2025-11-05,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,8
TKT-1272937,2025-12-14,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Business,Ya,34,504000,9
TKT-8579433,2025-11-06,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,Delayed,99,Business,Ya,24,2898000,5
TKT-4314934,2026-02-17,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,32,1260000,9
TKT-9874133,2025-06-20,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,19,828000,9
TKT-3922248,2025-08-30,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,14,360000,9
TKT-7890888,2026-02-10,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,Delayed,77,Economy,Tidak,17,828000,4
TKT-7848147,2025-07-18,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,7,1680000,8
TKT-5159882,2025-07-01,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,9,828000,9
TKT-8784482,2025-08-15,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,17,828000,9
TKT-3037056,2025-12-02,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,18,144000,7
TKT-2604667,2025-12-30,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,13,828000,9
TKT-7752006,2026-03-02,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,7,1680000,7
TKT-8825067,2025-06-02,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,6,1176000,9
TKT-4805556,2025-06-06,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,7,360000,8
TKT-4424653,2026-04-27,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,174,Economy,Tidak,14,1176000,2
TKT-8294376,2026-04-19,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,68,Business,Ya,35,5880000,5
TKT-6528202,2026-04-30,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,9,144000,8
TKT-4894453,2025-11-14,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Cancelled,0,Economy,Tidak,10,1680000,1
TKT-7722274,2025-12-23,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,8,1176000,9
TKT-7749444,2025-10-28,Jakarta - Surabaya (CGK-SUB),690,Badai Petir,Delayed,228,First Class,Ya,31,5796000,6
TKT-1046609,2025-06-18,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,16,1680000,7
TKT-9057960,2025-11-16,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,33,1260000,10
TKT-6156538,2025-12-30,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,Delayed,104,Business,Ya,20,2898000,6
TKT-9089333,2026-01-26,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,7,360000,9
TKT-9319285,2025-08-28,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,6,144000,8
TKT-8030386,2026-01-10,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,First Class,Ya,41,5796000,9
TKT-2190891,2025-11-16,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,75,First Class,Ya,34,8232000,8
TKT-4084465,2025-12-04,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,7
TKT-1001433,2025-06-28,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Business,Ya,29,5880000,10
TKT-6288400,2026-01-10,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,18,1680000,7
TKT-2278697,2025-11-22,Jakarta - Bali (CGK-DPS),980,Badai Petir,Cancelled,0,Economy,Tidak,20,1176000,2
TKT-5007947,2025-08-31,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,16,1680000,7
TKT-4231051,2025-10-21,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,13,144000,8
TKT-6776616,2026-05-05,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,16,1680000,9
TKT-5371673,2025-09-16,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,8
TKT-9252661,2026-04-11,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,123,Economy,Tidak,8,1680000,3
TKT-6350811,2025-11-27,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,5,360000,9
TKT-3510061,2025-05-06,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,12,1680000,9
TKT-1669504,2026-02-12,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,17,828000,8
TKT-1353022,2025-05-15,Jakarta - Surabaya (CGK-SUB),690,Cerah,Delayed,169,Economy,Tidak,13,828000,4
TKT-6669795,2025-06-28,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,15,144000,7
TKT-6746964,2026-01-04,Jakarta - Bali (CGK-DPS),980,Badai Petir,Delayed,193,Economy,Tidak,11,1176000,4
TKT-1346701,2025-12-22,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,34,504000,9
TKT-9482377,2026-04-14,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Cancelled,0,Business,Ya,33,5880000,2
TKT-2554516,2025-05-12,Bali - Lombok (DPS-LOP),120,Badai Petir,Delayed,89,Economy,Tidak,8,144000,6
TKT-3437048,2026-01-23,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,102,Business,Ya,22,5880000,5
TKT-6753078,2026-04-11,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,15,360000,9
TKT-7765880,2025-06-04,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Economy,Tidak,8,828000,9
TKT-6260319,2026-04-26,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,10,1176000,7
TKT-5672721,2025-10-31,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,20,828000,8
TKT-2340973,2026-01-25,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,24,5880000,10
TKT-5568424,2026-01-01,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,15,360000,9
TKT-5164057,2026-02-02,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,129,First Class,Ya,34,2520000,5
TKT-2236018,2025-10-21,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,30,Economy,Tidak,5,1680000,6
TKT-7513948,2026-01-15,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,19,144000,7
TKT-7647579,2026-04-14,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,32,5880000,8
TKT-2471865,2025-08-07,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,9,360000,9
TKT-1734871,2026-01-15,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,8,144000,7
TKT-3401866,2026-04-21,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,27,5880000,10
TKT-8843195,2025-10-28,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,8
TKT-1831126,2026-04-14,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,10,144000,8
TKT-5953905,2025-08-26,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,64,Business,Ya,34,5880000,6
TKT-6352313,2026-04-13,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,First Class,Ya,48,1008000,9
TKT-2519394,2025-08-15,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,102,Economy,Tidak,15,1680000,4
TKT-6878585,2025-06-17,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,17,1176000,8
TKT-3632349,2025-10-10,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,30,5880000,9
TKT-1878000,2025-08-25,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,20,828000,9
TKT-3341088,2025-10-02,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,18,1680000,7
TKT-8073263,2026-02-16,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,19,1680000,9
TKT-7126467,2025-08-20,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,22,1260000,9
TKT-2512736,2025-06-14,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,31,Economy,Tidak,12,1176000,8
TKT-2037475,2025-09-22,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,16,360000,9
TKT-6160516,2025-11-19,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,12,1680000,9
TKT-4586870,2025-10-30,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,13,360000,9
TKT-6357265,2026-04-08,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,34,4116000,10
TKT-7788325,2025-12-03,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,17,144000,8
TKT-9302979,2025-11-21,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,27,5880000,8
TKT-8863605,2025-05-19,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,8
TKT-5099691,2025-12-21,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,152,Business,Ya,22,4116000,5
TKT-8255921,2025-11-02,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,On Time,0,Economy,Tidak,5,1176000,9
TKT-3235755,2025-05-21,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,35,1260000,8
TKT-3237600,2025-07-22,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,6,828000,7
TKT-4134515,2025-06-23,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,19,1680000,8
TKT-6673177,2025-08-05,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,10,1680000,7
TKT-5217157,2026-03-18,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,9
TKT-5921346,2025-12-14,Bali - Lombok (DPS-LOP),120,Badai Petir,Delayed,115,Business,Ya,25,504000,7
TKT-9107948,2026-05-01,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,9,828000,9
TKT-1966014,2025-10-18,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,114,Business,Ya,30,5880000,5
TKT-4710067,2025-07-27,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,7,360000,7
TKT-3595862,2026-01-16,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,14,1176000,7
TKT-8832646,2025-09-08,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,Delayed,68,Business,Ya,35,2898000,6
TKT-6011987,2025-10-12,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,21,2898000,9
TKT-7349373,2026-01-04,Bali - Lombok (DPS-LOP),120,Cerah,Delayed,143,Economy,Tidak,16,144000,2
TKT-5826200,2025-06-17,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,14,1176000,7
TKT-3219230,2026-04-08,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,On Time,0,Economy,Tidak,14,1176000,9
TKT-3801870,2025-08-19,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,35,1260000,9
TKT-1231414,2026-02-13,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,5,360000,8
TKT-5401874,2025-10-11,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,31,4116000,10
TKT-4504186,2025-08-30,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,15,360000,9
TKT-5660649,2025-07-15,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,20,1176000,9
TKT-6284723,2025-07-08,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,On Time,0,Business,Ya,33,5880000,8
TKT-8323566,2025-10-04,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,7
TKT-3193827,2026-03-15,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,13,1680000,8
TKT-6528835,2026-03-13,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,7,1176000,9
TKT-4061044,2026-03-29,Jakarta - Makassar (CGK-UPG),1400,Cerah,Delayed,88,Economy,Tidak,5,1680000,6
TKT-9909616,2026-01-27,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,First Class,Ya,35,1008000,9
TKT-8735892,2025-10-14,Bali - Lombok (DPS-LOP),120,Badai Petir,Cancelled,0,Economy,Tidak,10,144000,2
TKT-8553962,2026-01-21,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,24,504000,8
TKT-9760333,2025-10-19,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,14,1680000,7
TKT-7208876,2025-06-11,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,13,1176000,9
TKT-6445335,2026-04-23,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,13,360000,8
TKT-5050722,2025-05-23,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,17,1680000,7
TKT-1995794,2026-04-10,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,143,Economy,Tidak,17,1176000,2
TKT-6413194,2025-10-03,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,128,Economy,Tidak,5,1680000,2
TKT-9376230,2025-11-17,Jakarta - Medan (CGK-KNO),1400,Badai Petir,Cancelled,0,Economy,Tidak,18,1680000,2
TKT-2675642,2025-11-06,Bali - Lombok (DPS-LOP),120,Badai Petir,Cancelled,0,Economy,Tidak,16,144000,2
TKT-8489530,2025-08-10,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,6,828000,8
TKT-1964519,2025-05-21,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,24,5880000,9
TKT-5306506,2026-02-05,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,7
TKT-3411226,2026-05-03,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,8
TKT-4915486,2025-08-16,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,18,828000,7
TKT-1764736,2026-01-26,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,46,Economy,Tidak,12,1680000,7
TKT-1758701,2026-02-06,Jakarta - Makassar (CGK-UPG),1400,Cerah,Delayed,69,Business,Ya,33,5880000,5
TKT-5663680,2025-06-28,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,12,144000,7
TKT-8979753,2026-04-02,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,18,144000,9
TKT-6647804,2025-12-17,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,35,5880000,8
TKT-6013436,2026-04-29,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,13,828000,9
TKT-1237577,2025-08-18,Jakarta - Medan (CGK-KNO),1400,Badai Petir,Delayed,174,Business,Ya,35,5880000,4
TKT-1316057,2025-05-24,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,First Class,Ya,48,11760000,10
TKT-1018283,2025-09-26,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,9,1680000,9
TKT-6935346,2026-03-20,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Economy,Tidak,6,828000,7
TKT-8862538,2026-04-27,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,13,1680000,9
TKT-8904836,2025-09-12,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Economy,Tidak,19,828000,9
TKT-2118934,2025-11-28,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,9
TKT-9757408,2025-08-22,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,163,Economy,Tidak,11,1680000,2
TKT-5638123,2025-08-15,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,32,504000,10
TKT-1522240,2025-09-28,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,12,1176000,7
TKT-8046262,2025-09-12,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,13,144000,7
TKT-1041739,2025-05-12,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,19,360000,7
TKT-9885734,2026-03-19,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,7,360000,8
TKT-6702336,2025-11-01,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,9,1176000,8
TKT-4952151,2026-02-16,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,8
TKT-9432009,2025-06-20,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,8,828000,8
TKT-1949825,2025-07-16,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,9
TKT-8516545,2025-08-01,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,139,Economy,Tidak,13,1176000,4
TKT-5353521,2025-11-21,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,34,4116000,10
TKT-9805208,2025-07-06,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,15,1176000,7
TKT-8763973,2026-01-18,Jakarta - Bali (CGK-DPS),980,Badai Petir,Cancelled,0,Economy,Tidak,6,1176000,2
TKT-6075106,2025-07-12,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,9
TKT-4524857,2025-10-10,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,17,1680000,7
TKT-9036062,2026-04-27,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,7
TKT-1467368,2026-03-08,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,8,360000,7
TKT-9774395,2025-07-19,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,170,Business,Ya,23,504000,3
TKT-9194903,2025-06-07,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,24,504000,8
TKT-4681694,2026-02-27,Jakarta - Bali (CGK-DPS),980,Badai Petir,Delayed,96,Economy,Tidak,19,1176000,6
TKT-9579547,2025-12-16,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,66,Economy,Tidak,12,360000,4
TKT-6304667,2025-05-05,Bali - Lombok (DPS-LOP),120,Badai Petir,Delayed,156,Business,Ya,21,504000,3
